perl-Catalyst-Action-RenderView	0.16
perl-Catalyst-ActionRole-ACL	0.07
perl-Catalyst-Authentication-Credential-HTTP	1.018
perl-Catalyst-Authentication-Store-DBIx-Class	0.1506
perl-Catalyst-Component-ACCEPT_CONTEXT	0.07
perl-Catalyst-Component-InstancePerContext	0.001001
perl-Catalyst-Controller-ActionRole	0.17
perl-Catalyst-Controller-FormBuilder	0.06
perl-Catalyst-Devel	1.42
perl-Catalyst-DispatchType-Regex	5.90035
perl-Catalyst-Engine-Apache	1.16
perl-Catalyst-Engine-Embeddable	0.000003
perl-Catalyst-Engine-PSGI	0.14
perl-Catalyst-Log-Log4perl	1.06
perl-Catalyst-Manual	5.9011
perl-Catalyst-Model-Adaptor	0.10
perl-Catalyst-Model-DBI	0.32
perl-Catalyst-Model-DBIC-Schema	0.65
perl-Catalyst-Model-LDAP	0.21
perl-Catalyst-Plugin-Authentication	0.10023
perl-Catalyst-Plugin-Authorization-Roles	0.09
perl-Catalyst-Plugin-Cache	0.12
perl-Catalyst-Plugin-Compress	0.006
perl-Catalyst-Plugin-ConfigLoader	0.35
perl-Catalyst-Plugin-CustomErrorMessage	0.06
perl-Catalyst-Plugin-I18N	0.10
perl-Catalyst-Plugin-Redirect	0.02
perl-Catalyst-Plugin-Session	0.43
perl-Catalyst-Plugin-Session-State-Cookie	0.18
perl-Catalyst-Plugin-Session-State-URI	0.15
perl-Catalyst-Plugin-Session-Store-DBIC	0.14
perl-Catalyst-Plugin-Session-Store-Delegate	0.06
perl-Catalyst-Plugin-Session-Store-FastMmap	0.16
perl-Catalyst-Plugin-Session-Store-File	0.18
perl-Catalyst-Plugin-StackTrace	0.12
perl-Catalyst-Plugin-Static-Simple	0.37
perl-Catalyst-Plugin-SubRequest	0.21
perl-Catalyst-Runtime	5.90130
perl-Catalyst-View-Component-SubInclude	0.10
perl-Catalyst-View-Email	0.36
perl-Catalyst-View-Excel-Template-Plus	0.04
perl-Catalyst-View-GD	0.01
perl-Catalyst-View-JSON	0.37
perl-Catalyst-View-Mason	0.19
perl-Catalyst-View-TT	0.46
perl-CatalystX-Component-Traits	0.19
perl-CatalystX-InjectComponent	0.025
perl-CatalystX-LeakChecker	0.06
perl-CatalystX-Menu-Tree	0.02
perl-CatalystX-Profile	0.02
perl-CatalystX-REPL	0.04
perl-CatalystX-RoleApplicator	0.005
perl-CatalystX-SimpleLogin	0.21
perl-Chart	2.403.9
perl-Chart-Clicker	2.90
perl-Chart-Gnuplot	0.23
perl-Chart-Gnuplot-Pie	0.04
perl-Chart-Math-Axis	1.06
perl-Chatbot-Eliza	1.08
perl-Check-ISA	0.09
perl-Chess-Rep	0.8
perl-Class-Accessor	0.51
perl-Class-Accessor-Chained	0.01
perl-Class-Accessor-Children	0.02
perl-Class-Accessor-Classy	0.9.1
perl-Class-Accessor-Fast-Contained	1.01
perl-Class-Accessor-Grouped	0.10014
perl-Class-Accessor-Lite	0.08
perl-Class-Accessor-Lite-Lazy	0.03
perl-Class-AccessorMaker	1.1
perl-Class-Adapter	1.09
perl-Class-AutoClass	1.56
perl-Class-Autouse	2.01
perl-Class-Base	0.09
perl-Class-Builtin	0.05
perl-Class-C3	0.35
perl-Class-C3-Adopt-NEXT	0.14
perl-Class-C3-Componentised	1.001002
perl-Class-C3-XS	0.15
perl-Class-Constructor	1.1.4
perl-Class-Container	0.13
perl-Class-DBI	3.0.17
perl-Class-DBI-AbstractSearch	0.07
perl-Class-DBI-Lite	1.034
perl-Class-DBI-Loader	0.34
perl-Class-DBI-Pg	0.08
perl-Class-DBI-SQLite	0.11
perl-Class-DBI-Sweet	0.11
perl-Class-DBI-mysql	1.00
perl-Class-Data-Accessor	0.04004
perl-Class-Data-Inheritable	0.09
perl-Class-Date	1.1.17
perl-Class-Delegation	1.06
perl-Class-Discover	1.000003
perl-Class-Easy	0.18
perl-Class-ErrorHandler	0.04
perl-Class-Factory	1.06
perl-Class-Factory-Util	1.7
perl-Class-Field	0.24
perl-Class-Fields	0.204
perl-Class-Generate	1.18
perl-Class-Gomor	1.03
perl-Class-Handle	1.07
perl-Class-ISA	0.36
perl-Class-Inner	0.200001
perl-Class-InsideOut	1.14
perl-Class-Inspector	1.36
perl-Class-Interface	1.01
perl-Class-Interfaces	0.04
perl-Class-Light	0.01003
perl-Class-Load	0.25
perl-Class-Load-XS	0.10
perl-Class-Loader	2.03
perl-Class-MakeMethods	1.01
perl-Class-Measure	0.10
perl-Class-Method-Modifiers	2.15
perl-Class-Method-Modifiers-Fast	0.041
perl-Class-MethodMaker	2.24
perl-Class-Mix	0.006
perl-Class-MixinFactory	0.92
perl-Class-Multimethods	1.701
perl-Class-Multimethods-Pure	0.13
perl-Class-Null	2.110730
perl-Class-OOorNO	0.011
perl-Class-Observable	2.004
perl-Class-Prototyped	1.13
perl-Class-Refresh	0.07
perl-Class-ReturnValue	0.55
perl-Class-Roles	0.30
perl-Class-Singleton	1.6
perl-Class-Spiffy	0.15
perl-Class-Std	0.013
perl-Class-Std-Utils	0.0.3
perl-Class-StrongSingleton	0.02
perl-Class-Tangram	1.57
perl-Class-Throwable	0.13
perl-Class-Tiny	1.008
perl-Class-Trigger	0.15
perl-Class-Unload	0.11
perl-Class-Utils	0.14
perl-Class-WhiteHole	0.04
perl-Class-XPath	1.4
perl-Class-XSAccessor	1.19
perl-Clipboard	0.28
perl-Clone	0.46
perl-Clone-Any	1.01
perl-Clone-Choose	0.010
perl-Clone-PP	1.08
perl-Code-DRY	0.10
perl-Code-TidyAll	0.83
perl-Collection	0.58
perl-Color-ANSI-Util	0.164
perl-Color-Library	0.021
perl-Color-RGB-Util	0.606
perl-Color-Scheme	1.08
perl-Color-Theme	0.10.1
perl-Color-Theme-Role	0.020
perl-ColorThemeBase-Static	0.008
perl-ColorThemeRole-ANSI	0.001
perl-ColorThemeUtil-ANSI	0.002
perl-ColorThemes-Standard	0.003
perl-Command-Runner	0.200
perl-CommonMark	0.290000
perl-Compiler-Lexer	0.23
perl-Complete	0.202
perl-Complete-Bash	0.337
perl-Complete-Common	0.22
perl-Complete-Env	0.400
perl-Complete-File	0.443
perl-Complete-Fish	0.060
perl-Complete-Getopt-Long	0.481
perl-Complete-Path	0.251
perl-Complete-Sah	0.013
perl-Complete-Sequence	0.002
perl-Complete-Tcsh	0.030
perl-Complete-Util	0.617
perl-Complete-Zsh	0.03
perl-Compress-Bzip2	2.28
perl-Compress-LZF	3.8
perl-Compress-LZO	1.09
perl-Compress-Raw-Bzip2	2.204
perl-Compress-Raw-Lzma	2.204
perl-Compress-Raw-Zlib	2.204
perl-Config-Any	0.33
perl-Config-Auto	0.44
perl-Config-AutoConf	0.320
perl-Config-Crontab	1.45
perl-Config-General	2.65
perl-Config-GitLike	1.18
perl-Config-Grammar	1.13
perl-Config-INI	0.029
perl-Config-INI-Reader-Ordered	0.022
perl-Config-Identity	0.0019
perl-Config-IniFiles	3.000003
perl-Config-JSON	1.5202
perl-Config-MVP	2.200013
perl-Config-MVP-Reader-INI	2.101465
perl-Config-Model	2.152
perl-Config-Model-CursesUI	1.107
perl-Config-Model-OpenSsh	2.9.0.2
perl-Config-Model-Tester	4.007
perl-Config-Model-TkUI	1.376
perl-Config-MySQL	0.02
perl-Config-Options	0.08
perl-Config-Pit	0.04
perl-Config-Properties	1.80
perl-Config-Record	1.1.2
perl-Config-Simple	4.59
perl-Config-Std	0.903
perl-Config-Tiny	2.29
perl-Const-Exporter	1.2.3
perl-Const-Fast	0.014
perl-Constant-Generate	0.17
perl-Context-Preserve	0.03
perl-Contextual-Return	0.004014
perl-Convert-ASCII-Armour	1.4
perl-Convert-ASN1	0.33
perl-Convert-BER	1.32
perl-Convert-Base32	0.06
perl-Convert-Bencode	1.03
perl-Convert-Bencode_XS	0.06
perl-Convert-BinHex	1.125
perl-Convert-Color	0.17
perl-Convert-NLS_DATE_FORMAT	0.06
perl-Convert-PEM	0.08
perl-Convert-Scalar	1.12
perl-Convert-TNEF	0.18
perl-Convert-UU	0.5201
perl-Convert-UUlib	1.8
perl-Cookie-Baker	0.11
perl-Cookie-XS	0.11
perl-Coro	6.57
perl-Cpanel-JSON-XS	4.37
perl-Crypt-Blowfish	2.14
perl-Crypt-Blowfish_PP	1.12
perl-Crypt-CAST5	0.05
perl-Crypt-CAST5_PP	1.04
perl-Crypt-CBC	3.04
perl-Crypt-Camellia	2.02
perl-Crypt-Curve25519	0.07
perl-Crypt-DES	2.07
perl-Crypt-DES_EDE3	0.01
perl-Crypt-DH	0.07
perl-Crypt-DH-GMP	0.00012
perl-Crypt-DSA	1.17
perl-Crypt-Eksblowfish	0.009
perl-Crypt-GeneratePassword	0.05
perl-Crypt-HSXKPasswd	3.6
perl-Crypt-IDEA	1.10
perl-Crypt-JWT	0.034
perl-Crypt-MySQL	0.04
perl-Crypt-OpenPGP	1.12
perl-Crypt-OpenSSL-AES	0.02
perl-Crypt-OpenSSL-Bignum	0.09
perl-Crypt-OpenSSL-DSA	0.20
perl-Crypt-OpenSSL-Guess	0.15
perl-Crypt-OpenSSL-PBKDF2	0.04
perl-Crypt-OpenSSL-RSA	0.33
perl-Crypt-OpenSSL-Random	0.15
perl-Crypt-OpenSSL-Verify	0.36
perl-Crypt-OpenSSL-X509	1.915
perl-Crypt-PBKDF2	0.161520
perl-Crypt-PasswdMD5	1.42
perl-Crypt-Password	0.28
perl-Crypt-Primes	0.50
perl-Crypt-RC4	2.02
perl-Crypt-RIPEMD160	0.08
perl-Crypt-RSA	1.99
perl-Crypt-RandPasswd	0.07
perl-Crypt-Random	1.54
perl-Crypt-Random-Seed	0.03
perl-Crypt-Random-Source	0.14
perl-Crypt-Random-TESHA2	0.01
perl-Crypt-Rijndael	1.16
perl-Crypt-SSLeay	0.72
perl-Crypt-SaltedHash	0.09
perl-Crypt-SmbHash	0.12
perl-Crypt-Twofish	2.18
perl-Crypt-URandom	0.39
perl-Crypt-UnixCrypt_XS	0.11
perl-Crypt-X509	0.55
perl-CryptX	0.078
perl-Curses	1.44
perl-Curses-UI	0.9609
perl-CursesWidgets	1.997
perl-Cwd-Ext	1.06
perl-Cwd-Guard	0.05
perl-DBD-CSV	0.60
perl-DBD-MariaDB	1.22
perl-DBD-Mock	1.59
perl-DBD-ODBC	1.61
perl-DBD-Pg	3.16.3
perl-DBD-SQLite	1.72
perl-DBD-SQLite2	0.38
perl-DBD-Sybase	1.23
perl-DBD-XBase	1.08
perl-DBD-mysql	4.050
perl-DBI	1.643
perl-DBI-Shell	11.97
perl-DBICx-Sugar	0.0200
perl-DBICx-TestDatabase	0.05
perl-DBIx-Admin-CreateTable	2.11
perl-DBIx-Admin-DSNManager	2.02
perl-DBIx-Admin-TableInfo	3.04
perl-DBIx-Class	0.082843
perl-DBIx-Class-BitField	0.13
perl-DBIx-Class-Candy	0.005003
perl-DBIx-Class-Cursor-Cached	1.001004
perl-DBIx-Class-DeploymentHandler	0.002233
perl-DBIx-Class-DynamicDefault	0.04
perl-DBIx-Class-EncodedColumn	0.00020
perl-DBIx-Class-Fixtures	1.001039
perl-DBIx-Class-Indexed	0.03
perl-DBIx-Class-InflateColumn-FS	0.01007
perl-DBIx-Class-IntrospectableM2M	0.001002
perl-DBIx-Class-Migration	0.075
perl-DBIx-Class-OptimisticLocking	0.02
perl-DBIx-Class-Schema-Config	0.001014
perl-DBIx-Class-Schema-Loader	0.07051
perl-DBIx-Class-UUIDColumns	0.02006
perl-DBIx-Connector	0.59
perl-DBIx-ContextualFetch	1.03
perl-DBIx-DBSchema	0.47
perl-DBIx-RetryOverDisconnects	0.12
perl-DBIx-SearchBuilder	1.78
perl-DBIx-Simple	1.37
perl-DBIx-Transaction	1.100
perl-DBIx-TransactionManager	1.13
perl-DBM-Deep	2.0016
perl-DB_File	1.858
perl-DJabberd	0.85
perl-DNS-ZoneParse	1.10
perl-Daemon-Control	0.001010
perl-Daemon-Daemonize	0.0052
perl-Daemon-Generic	0.85
perl-Dancer	1.3521
perl-Dancer-Debug	0.03
perl-Dancer-Logger-LogHandler	0.01
perl-Dancer-Logger-PSGI	1.0.1
perl-Dancer-Logger-Syslog	0.6
perl-Dancer-Plugin-Database	2.13
perl-Dancer-Plugin-Database-Core	0.20
perl-Dancer-Plugin-Email	1.0400
perl-Dancer-Plugin-FlashMessage	0.314
perl-Dancer-Plugin-Progress	0.001
perl-Dancer-Plugin-REST	0.11
perl-Dancer-Session-Cookie	0.30
perl-Dancer-Session-Memcached	0.202
perl-Dancer-Session-PSGI	0.01
perl-Dancer-Session-Storable	0.06
perl-Dancer-Template-Tenjin	0.5
perl-Dancer2	0.400001
perl-Dancer2-Plugin-Auth-Extensible	0.710
perl-Dancer2-Plugin-Auth-Extensible-Provider-DBIC	0.624
perl-Dancer2-Plugin-DBIC	0.0100
perl-Dancer2-Plugin-REST	1.02
perl-Dancer2-Plugin-WebSocket	0.3.1
perl-Danga-Socket	1.62
perl-Danga-Socket-Callback	0.013
perl-Data-AMF	0.09
perl-Data-Alias	1.28
perl-Data-AsObject	0.07
perl-Data-Binary	0.01
perl-Data-Buffer	0.04
perl-Data-Clone	0.004
perl-Data-Compare	1.29
perl-Data-DPath	0.58
perl-Data-Define	1.03
perl-Data-Denter	0.15
perl-Data-Diver	1.0101
perl-Data-Dmp	0.242
perl-Data-Dump	1.25
perl-Data-Dump-Color	0.249
perl-Data-Dump-OneLine	0.080
perl-Data-Dump-Partial	0.05
perl-Data-Dump-Streamer	2.42
perl-Data-Dumper	2.183
perl-Data-Dumper-Concise	2.023
perl-Data-Dumper-Perltidy	0.03
perl-Data-Entropy	0.007
perl-Data-Float	0.013
perl-Data-FormValidator	4.88
perl-Data-Format-Pretty-Console	0.391
perl-Data-GUID	0.051
perl-Data-Hexdumper	3.0001
perl-Data-Hexify	1.00
perl-Data-Hierarchy	0.34
perl-Data-ICal	0.24
perl-Data-ICal-DateTime	0.82
perl-Data-Inherited	1.100860
perl-Data-Integer	0.006
perl-Data-Locations	5.5
perl-Data-Message	1.104
perl-Data-MessagePack	1.02
perl-Data-Munge	0.097
perl-Data-ObjectDriver	0.22
perl-Data-OptList	0.114
perl-Data-Package	1.05
perl-Data-Page	2.03
perl-Data-Page-Pageset	1.02
perl-Data-Pageset	1.06
perl-Data-Paginator	0.08
perl-Data-Password	1.12
perl-Data-Peek	0.52
perl-Data-Perl	0.002011
perl-Data-Phrasebook	0.35
perl-Data-PowerSet	0.05
perl-Data-Printer	1.001000
perl-Data-Rand-Obscure	0.021
perl-Data-Random	0.13
perl-Data-Record	0.02
perl-Data-Rmap	0.65
perl-Data-Sah-Normalize	0.051
perl-Data-SearchEngine	0.33
perl-Data-SearchEngine-ElasticSearch	0.21
perl-Data-SearchEngine-Solr	0.20
perl-Data-Section	0.200008
perl-Data-Section-Simple	0.07
perl-Data-Serializer	0.65
perl-Data-ShowTable	4.6
perl-Data-Stag	0.14
perl-Data-Stream-Bulk	0.11
perl-Data-Structure-Util	0.16
perl-Data-Swap	0.08
perl-Data-Taxi	0.96
perl-Data-Transformer	0.04
perl-Data-TreeDumper	0.40
perl-Data-Tumbler	0.010
perl-Data-UUID	1.226
perl-Data-Undump	0.15
perl-Data-Uniqid	0.12
perl-Data-Unixish	1.572
perl-Data-Unixish-ANSI	0.08
perl-Data-Util	0.67
perl-Data-Validate-DNS-TLSA	0.02
perl-Data-Validate-Domain	0.15
perl-Data-Validate-IP	0.31
perl-Data-Validate-Type	1.6.0
perl-Data-Validate-URI	0.07
perl-Data-Validator	1.07
perl-Data-Visitor	0.32
perl-Date-Business	1.2
perl-Date-Calc	6.4
perl-Date-Calc-XS	6.4
perl-Date-Discordian	1.36
perl-Date-Easter	1.22
perl-Date-Extract	0.07
perl-Date-Holidays-AU	0.29
perl-Date-Holidays-CZ	0.20
perl-Date-Holidays-DE	2.06
perl-Date-ICal	2.682
perl-Date-ISO8601	0.005
perl-Date-JD	0.006
perl-Date-Leapyear	1.72
perl-Date-Manip	6.92
perl-Date-Range	1.41
perl-Date-Simple	3.03
perl-Date-Tiny	1.07
perl-DateTime	1.59
perl-DateTime-Calendar-Julian	0.107
perl-DateTime-Calendar-Mayan	0.0601
perl-DateTime-Event-Cron	0.09
perl-DateTime-Event-ICal	0.13
perl-DateTime-Event-Recurrence	0.19
perl-DateTime-Format-Builder	0.83
perl-DateTime-Format-DateManip	0.04
perl-DateTime-Format-DateParse	0.05
perl-DateTime-Format-Duration	1.04
perl-DateTime-Format-Epoch	0.16
perl-DateTime-Format-Flexible	0.34
perl-DateTime-Format-HTTP	0.42
perl-DateTime-Format-ICal	0.09
perl-DateTime-Format-ISO8601	0.16
perl-DateTime-Format-Mail	0.403
perl-DateTime-Format-MySQL	0.0701
perl-DateTime-Format-Natural	1.17
perl-DateTime-Format-Oracle	0.06
perl-DateTime-Format-Pg	0.16014
perl-DateTime-Format-SQLite	0.11
perl-DateTime-Format-Strptime	1.79
perl-DateTime-Format-W3CDTF	0.08
perl-DateTime-HiRes	0.04
perl-DateTime-Locale	1.390000
perl-DateTime-Set	0.3900
perl-DateTime-TimeZone	2.60
perl-DateTime-Tiny	1.07
perl-DateTimeX-Easy	0.091
perl-Debug-Client	0.31
perl-Debug-ShowStuff	1.16
perl-Debug-Simple	0.10
perl-Debug-Trace	0.05
perl-Declare-Constraints-Simple	0.03
perl-DefHash	2.0.1
perl-Desktop-Notify	0.05
perl-Devel-Autoflush	0.06
perl-Devel-BeginLift	0.001003
perl-Devel-Caller	2.07
perl-Devel-CheckBin	0.04
perl-Devel-CheckCompiler	0.07
perl-Devel-CheckLib	1.16
perl-Devel-CheckOS	1.96
perl-Devel-Command	0.11
perl-Devel-Confess	0.009004
perl-Devel-CoreStack	1.3
perl-Devel-Cover	1.40
perl-Devel-Cover-Report-Codecov	0.25
perl-Devel-Cover-Report-Codecovbash	0.04
